OBJECTID,COUNTY_NAME,MUNI_NAME,SWIS,PARCEL_ADDR,PRINT_KEY,SBL,CITYTOWN_NAME,CITYTOWN_SWIS,LOC_ST_NBR,LOC_STREET,LOC_UNIT,LOC_ZIP,PROP_CLASS,ROLL_SECTION,LAND_AV,TOTAL_AV,FULL_MARKET_VAL,YR_BLT,FRONT,DEPTH,SQ_FT,ACRES,SCHOOL_CODE,SCHOOL_NAME,SEWER_TYPE,SEWER_DESC,WATER_SUPPLY,WATER_DESC,UTILITIES,UTILITIES_DESC,BLDG_STYLE,BLDG_STYLE_DESC,HEAT_TYPE,HEAT_TYPE_DESC,FUEL_TYPE,FUEL_TYPE_DESC,SQFT_LIVING,GFA,NBR_KITCHENS,NBR_FULL_BATHS,NBR_BEDROOMS,USED_AS_CODE,USED_AS_DESC,AG_DIST_CODE,AG_DIST_NAME,PRIMARY_OWNER,MAIL_ADDR,PO_BOX,MAIL_CITY,MAIL_STATE,MAIL_ZIP,ADD_OWNER,ADD_MAIL_ADDR,ADD_MAIL_PO_BOX,ADD_MAIL_CITY,ADD_MAIL_STATE,ADD_MAIL_ZIP,BOOK,PAGE,GRID_EAST,GRID_NORTH,MUNI_PARCEL_ID,SWIS_SBL_ID,SWIS_PRINT_KEY_ID,ROLL_YR,SPATIAL_YR,OWNER_TYPE,NYS_NAME,NYS_NAME_SOURCE,DUP_GEO,CALC_ACRES,Shape_Length,Shape_Area
4064,Bronx,Bronx,600100,901 EAST 141 STREET,,2025990107,Bronx,600100,901,EAST 141 STREET,,,06,,58500,285300,,1990,75,100,7500,,07,,,,,,,,E9,Miscellaneous,,,,,,900,,,,,,,,EAST 141ST STREET ASSOCIATES LLC,,,,,,,,,,,,,,1010290,232375,,2025990107,,2020,2020,8,,,,0.183571717872769,110.72057136058,742.888385444418
4065,Bronx,Bronx,600100,892 EAST 141 STREET,,2025980070,Bronx,600100,892,EAST 141 STREET,,,06,,62100,264600,,1931,100,100,10000,,07,,,,,,,,E9,Miscellaneous,,,,,,5000,,,,,,,,"RG LAND, LLC",,,,,,,,,,,,,,1010186,232261,,2025980070,,2020,2020,8,,,,0.237777784813242,124.101091792068,962.252555575515
4066,Bronx,Bronx,600100,881 EAST 141 STREET,,2025990110,Bronx,600100,881,EAST 141 STREET,,,06,,79650,473850,,1987,125,100,12500,,07,,,,,,,,F5,Light Manufacturing,,,,,,12500,,,,,,,,EAST 141ST STREET ASSOCIATES LLC,,,,,,,,,,,,,,1010210,232437,,2025990110,,2020,2020,8,,,,0.309384223547889,142.138781312177,1252.03353205401
4067,Bronx,Bronx,600100,880 EAST 141 STREET,,2025980066,Bronx,600100,880,EAST 141 STREET,,,06,,112500,460800,,1947,100,100,10000,,07,,,,,,,,F4,Semi-Fireproof,,,,,,10000,,,,,,,,"ANDA REALTY , LLC",,,,,,,,,,,,,,1010107,232321,,2025980066,,2020,2020,8,,,,0.23718452404491,123.949047256744,959.851714425033
4068,Bronx,Bronx,600100,850 EAST 140 STREET,,2025910046,Bronx,600100,850,EAST 140 STREET,,,06,,288450,1424250,,1962,272,200,54356,,07,,,,,,,,E1,Fireproof,,,,,,54000,,,,,,,,EMPIRE 850 LLC,,,,,,,,,,,,,,1009723,232223,,2025910046,,2020,2020,8,,,,1.24830329950483,288.103084265836,5051.70422470424
4069,Bronx,Bronx,600100,855 EAST 140 STREET,,2025920035,Bronx,600100,855,EAST 140 STREET,,,06,,292500,1476000,,1948,250,200,50000,,07,,,,,,,,F5,Light Manufacturing,,,,,,49510,,,,,,,,LEGEIS REALTY LLC,,,,,,,,,,,,,,1009889,232425,,2025920035,,2020,2020,8,,,,1.14910110989053,274.416765273298,4650.24720654745
4070,Bronx,Bronx,600100,825 EAST 141 STREET,,2025990146,Bronx,600100,825,EAST 141 STREET,,,05,,527850,13156650,,1916,166,290,39100,,07,,,,,,,,O6,Bank Building (Designed Exclusively for Banking),,,,,,235000,,,,,,,,825 EAST 141ST STREET PROPERTY OWNER LLC,,,,,,,,,,,,,,1009676,232875,,2025990146,,2020,2020,8,,,,0.94992146813155,261.028182422992,3844.1957940838
4071,Bronx,Bronx,600100,380 BRUCKNER BOULEVARD,,2025990269,Bronx,600100,380,BRUCKNER BOULEVARD,,,10,,113400,747900,,1931,390,36,12600,,07,,,,,,,,G1,Garage - Two or More Stories,,,,,,1750,,,,,,,,"BRUCKNER, LLC",,,,,,,,,,,,,,1010209,233260,,2025990269,,2020,2020,8,,,,0.281699762807304,251.373515858653,1139.99849430529
4072,Bronx,Bronx,600100,EAST 141 STREET,,2025990175,Bronx,600100,,EAST 141 STREET,,,11,,285300,285300,,0,100,563,35800,,07,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,LOT 175 PROPERTY LLC,,,,,,,,,,,,,,1010084,233017,,2025990175,,2020,2020,8,,,,0.844616162796941,448.522243351747,3418.04034287764
4073,Bronx,Bronx,600100,340 BRUCKNER BOULEVARD,,2025990165,Bronx,600100,340,BRUCKNER BOULEVARD,,,06,,302850,11458800,,1929,289,231,44750,,07,,,,,,,,E7,"Warehouse, Self Storage",,,,,,222600,,,,,,,,ESS PRISA LLC,,,,,,,,,,,,,,1009834,233006,,2025990165,,2020,2020,8,,,,1.09461583071927,277.011795928725,4429.75310460699
4074,Bronx,Bronx,600100,327 WALNUT AVENUE,,2025990123,Bronx,600100,327,WALNUT AVENUE,,,06,,542250,2758050,,2016,111,277,26319,,07,,,,,,,,E7,"Warehouse, Self Storage",,,,,,52600,,,,,,,,327B REALTY LLC,,,,,,,,,,,,,,1010141,232806,,2025990123,,2020,2020,8,,,,0.664540818516427,243.169417856179,2689.30127936016
4075,Bronx,Bronx,600100,863 EAST 141 STREET,,2025990128,Bronx,600100,863,EAST 141 STREET,,,06,,187200,5155650,,1919,280,270,69181,,07,,,,,,,,E7,"Warehouse, Self Storage",,,,,,144000,,,,,,,,327 REALTY LLC,,,,,,,,,,,,,,1010045,232659,,2025990128,,2020,2020,8,,,,1.65678924707226,357.04467863605,6704.78820507762
4076,Bronx,Bronx,600100,EAST 149 STREET,,2025990400,Bronx,600100,,EAST 149 STREET,,,11,,24750,24750,,0,29,66,1600,,07,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,"BUCKEYE TERMINALS, LLC",,,,,,,,,,,,,,1011124,232754,,2025990400,,2020,2020,8,,,,0.0369824446261354,53.3651781110174,149.662643551329
4077,Bronx,Bronx,600100,1020 EAST 149 STREET,,2025990090,Bronx,600100,1020,EAST 149 STREET,,,06,,112500,368100,,2004,86,62,12460,,07,,,,,,,,F8,Tank Farms,,,,,,1,,,,,,,,"BUCKEYE TERMINALS, LLC",,,,,,,,,,,,,,1011203,232717,,2025990090,,2020,2020,8,,,,0.298940734490738,136.832265751202,1209.77023129082
4078,Bronx,Bronx,600100,EAST 149 STREET,,2026040195,Bronx,600100,,EAST 149 STREET,,,11,,310500,310500,,0,167,219,36573,,08,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,"BAMMS REALTY IV, LLC",,,,,,,,,,,,,,1012027,232666,,2026040195,,2020,2020,8,,,,0.943983011166518,516.198837985911,3820.16371137571
4079,Bronx,Bronx,600100,977 EAST 149 STREET,,2026040252,Bronx,600100,977,EAST 149 STREET,,,06,,2400750,8447850,,1971,659,993,491293,,08,,,,,,,,E1,Fireproof,,,,,,213776,,,,,,,,LIBERTY 977  EAST 149TH STREET LLC,,,,,,,,,,,,,,1011565,232951,,2026040252,,2020,2020,8,,,,10.9481218636743,1042.30802136914,44305.477277228
4080,Bronx,Bronx,600100,1040 EAST 149 STREET,,2025990092,Bronx,600100,1040,EAST 149 STREET,,,06,,1170000,6193350,,1931,325,662,261000,,07,,,,,,,,F8,Tank Farms,,,,,,75566,,,,,,,,"BUCKEYE TERMINALS, LLC",,,,,,,,,,,,,,1010995,232307,,2025990092,,2020,2020,8,,,,4.90515462497045,723.273304394123,19850.4564969267
4081,Bronx,Bronx,600100,302 LOCUST AVENUE,,2025970070,Bronx,600100,302,LOCUST AVENUE,,,10,,685800,685800,,0,290,336,93939,,07,,,,,,,,G7,Unlicensed Parking Lot,,,,,,0,,,,,,,,SPRAGUE OPERATING RESOURCES LLC,,,,,,,,,,,,,,1010499,231967,,2025970070,,2020,2020,8,,,,2.13454800362117,367.155632050891,8638.20929737544
4082,Bronx,Bronx,600100,290 LOCUST AVENUE,,2025970041,Bronx,600100,290,LOCUST AVENUE,,,10,,388350,805950,,1931,130,442,57500,,07,,,,,,,,G1,Garage - Two or More Stories,,,,,,15800,,,,,,,,SPRAGUE OPERATING RESOURCES LLC,,,,,,,,,,,,,,1010428,231769,,2025970041,,2020,2020,8,,,,1.10840504586177,303.903000028451,4485.55607846628
4083,Bronx,Bronx,600100,EAST 141 STREET,,2025970105,Bronx,600100,,EAST 141 STREET,,,07,,55800,135000,,0,260,100,27825,,,,,,,,,,T2,"Piers, Docks, Bulkheads",,,,,,2600,,,,,,,,"BUCKEYE TERMINALS, LLC",,,,,,,,,,,,,,1010683,231820,,2025970105,,2020,2020,8,,,,0.0653498012092935,175.540059743369,264.461262726393
4084,Bronx,Bronx,600100,220 LOCUST AVENUE,,2025950107,Bronx,600100,220,LOCUST AVENUE,,,06,,578700,2075400,,1931,234,442,102813,,07,,,,,,,,F8,Tank Farms,,,,,,32085,,,,,,,,SPRAGUE OPERATING RESOURCES LLC,,,,,,,,,,,,,,1010034,231234,,2025950107,,2020,2020,8,,,,1.97513385768578,441.922301701504,7993.08313707537
4085,Bronx,Bronx,600100,939 EAST 138 STREET,,2025970001,Bronx,600100,939,EAST 138 STREET,,,06,,562050,11511450,,1948,385,443,211726,,07,,,,,,,,F8,Tank Farms,,,,,,4424,,,,,,,,SPRAGUE OPERATING RESOURCES LLC,,,,,,,,,,,,,,1010272,231553,,2025970001,,2020,2020,8,,,,3.40468353809748,497.193077881921,13778.2654423894
4086,Bronx,Bronx,600100,1025 EAST 149 STREET,,2026040270,Bronx,600100,1025,EAST 149 STREET,,,06,,4049100,12968100,,1974,546,490,449890,,08,,,,,,,,E9,Miscellaneous,,,,,,204151,,,,,,,,"BAMMS REALTY III, LLC",,,,,,,,,,,,,,1011571,233698,,2026040270,,2020,2020,8,,,,10.5545719784399,1121.2380549256,42712.8373966325
4087,Bronx,Bronx,600100,310 TIFFANY STREET,,2027740152,Bronx,600100,310,TIFFANY STREET,,,06,,180000,1646100,,1964,200,100,20000,,08,,,,,,,,E1,Fireproof,,,,,,40000,,,,,,,,"157 WEST STREET, LLC",,,,,,,,,,,,,,1015067,233116,,2027740152,,2020,2020,8,,,,0.466747646522935,184.726841077425,1888.86071097143
4088,Bronx,Bronx,600100,311 MANIDA STREET,,2027740258,Bronx,600100,311,MANIDA STREET,,,10,,135000,499050,,1963,150,100,15011,,08,,,,,,,,G1,Garage - Two or More Stories,,,,,,15000,,,,,,,,DOWN EAST REALTY LLC,,,,,,,,,,,,,,1015620,233252,,2027740258,,2020,2020,8,,,,0.352829252192036,154.025590051488,1427.84932524393
4089,Bronx,Bronx,600100,230 MANIDA STREET,,2027770186,Bronx,600100,230,MANIDA STREET,,,06,,479700,1335150,,1939,250,100,25000,,08,,,,,,,,F4,Semi-Fireproof,,,,,,23850,,,,,,,,230 MANIDA LLC,,,,,,,,,,,,,,1015852,232892,,2027770186,,2020,2020,8,,,,0.612699572082522,218.042478094106,2479.50719828388
4090,Bronx,Bronx,600100,1241 VIELE AVENUE,,2027740284,Bronx,600100,1241,VIELE AVENUE,,,06,,29700,200250,,1968,50,100,5019,,08,,,,,,,,E1,Fireproof,,,,,,5000,,,,,,,,1241 VIELE LLC,,,,,,,,,,,,,,1015501,233203,,2027740284,,2020,2020,8,,,,0.125383003091726,94.3799607520257,507.407011321552
4091,Bronx,Bronx,600100, VIELE AVENUE,,2027740280,Bronx,600100,,VIELE AVENUE,,,11,,78750,78750,,0,50,100,4975,,08,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,VIELE AVENUE LLC,,,,,,,,,,,,,,1015552,233213,,2027740280,,2020,2020,8,,,,0.11129124943957,90.6547353463193,450.379707551444
4092,Bronx,Bronx,600100,320 BARRETTO STREET,,2027741289,Bronx,600100,320,BARRETTO STREET,,,06,,38250,237150,,1967,75,100,7497,,08,,,,,,,,E1,Fireproof,,,,,,7497,,,,,,,,320 BARRETTO LLC,,,,,,,,,,,,,,1015508,233294,,2027741289,,2020,2020,8,,,,0.178418329617269,108.728830265701,722.033363085525
4093,Bronx,Bronx,600100,336 BARRETTO STREET,,2027740288,Bronx,600100,336,BARRETTO STREET,,,,,72450,120150,,2006,75,100,7500,,08,,,,,,,,Z9,Other,,,,,,7500,,,,,,,,BARRETTO 336 ENTERPRISES LLC,,,,,,,,,,,,,,1015474,233466,,2027740288,,2020,2020,8,,,,0.173720533509568,107.440074064777,703.02205673595
4094,Bronx,Bronx,600100, BARRETTO STREET,,2027740601,Bronx,600100,,BARRETTO STREET,,,11,,99900,99900,,0,63,100,6300,,08,,,,,,,,V9,Miscellaneous (Deparment of Real Estate and Other Public Places),,,,,,0,,,,,,,,BARRETTO STREET PROPERTIES LLC,,,,,,,,,,,,,,1015430,233683,,2027740601,,2020,2020,8,,,,0.151019082355858,101.451427589394,611.15254333676
4095,Bronx,Bronx,600100,320 CASANOVA STREET,,2027740220,Bronx,600100,320,CASANOVA STREET,,,06,,51750,360900,,1957,100,100,10000,,08,,,,,,,,F4,Semi-Fireproof,,,,,,10000,,,,,,,,SHELLY AND MIMI REALTY LLC,,,,,,,,,,,,,,1015246,233279,,2027740220,,2020,2020,8,,,,0.238616843395589,124.301808825888,965.648105188255
4096,Bronx,Bronx,600100,1200 EAST BAY AVENUE,,2027740125,Bronx,600100,1200,EAST BAY AVENUE,,,06,,38250,422550,,1900,37,200,7400,,08,,,,,,,,E9,Miscellaneous,,,,,,8325,,,,,,,,390 TIFFANY STREET LLC,,,,,,,,,,,,,,1014962,233640,,2027740125,,2020,2020,8,,,,0.186995083817604,148.0361796179,756.742255904499
4097,Bronx,Bronx,600100,350 CASANOVA STREET,,2027740229,Bronx,600100,350,CASANOVA STREET,,,06,,84600,403650,,1940,94,100,9355,,08,,,,,,,,E1,Fireproof,,,,,,9355,,,,,,,,CASANOVA STREET LLC,,,,,,,,,,,,,,1015181,233603,,2027740229,,2020,2020,8,,,,0.223450571397393,120.338605783909,904.272379948488
4098,Bronx,Bronx,600100,362 CASANOVA STREET,,2027740230,Bronx,600100,362,CASANOVA STREET,,,06,,25200,201150,,1940,50,100,4954,,08,,,,,,,,E1,Fireproof,,,,,,4900,,,,,,,,"362 CASANOVA STREET, LLC",,,,,,,,,,,,,,1015167,233676,,2027740230,,2020,2020,8,,,,0.12302327204238,94.129474192271,497.857518569368
4099,Bronx,Bronx,600100,415 BARRETTO STREET,,2027710177,Bronx,600100,415,BARRETTO STREET,,,06,,104850,448200,,1944,114,100,11388,,08,,,,,,,,F4,Semi-Fireproof,,,,,,11367,,,,,,,,"WAYPOINT REALTY, LLC",,,,,,,,,,,,,,1015214,233950,,2027710177,,2020,2020,8,,,,0.261045876833238,130.239239630963,1056.41518320363
4100,Bronx,Bronx,600100,405 BARRETTO STREET,,2027710181,Bronx,600100,405,BARRETTO STREET,,,06,,40950,349650,,1943,79,100,7912,,08,,,,,,,,F1,Heavy Manufacturing (Fireproof),,,,,,7600,,,,,,,,"WAYPOINT REALTY, LLC",,,,,,,,,,,,,,1015234,233852,,2027710181,,2020,2020,8,,,,0.19712054596522,113.347821696535,797.718547426345
4101,Bronx,Bronx,600100,420 TIFFANY STREET,,2027710153,Bronx,600100,420,TIFFANY STREET,,,06,,45000,177750,,1938,50,100,5000,,08,,,,,,,,E1,Fireproof,,,,,,5000,,,,,,,,TIFFANY 420 LLC,,,,,,,,,,,,,,1014846,233958,,2027710153,,2020,2020,8,,,,0.115929438176791,91.6954283304356,469.149791430971
4102,Bronx,Bronx,600100,501 CRAVEN STREET,,2027680023,Bronx,600100,501,CRAVEN STREET,,,06,,143550,538650,,1981,200,150,25000,,08,,,,,,,,E1,Fireproof,,,,,,10000,,,,,,,,"1141 OAK POINT, LLC",,,,,,,,,,,,,,1014029,234248,,2027680023,,2020,2020,8,,,,0.603547225189459,219.89319271329,2442.46896447966
4103,Bronx,Bronx,600100,1171 OAK POINT AVENUE,,2027680065,Bronx,600100,1171,OAK POINT AVENUE,,,06,,311850,1072350,,1951,300,100,30000,,08,,,,,,,,E1,Fireproof,,,,,,30800,,,,,,,,1171 OAKPOINT LLC,,,,,,,,,,,,,,1014312,234392,,2027680065,,2020,2020,8,,,,0.711816314410501,246.291264916007,2880.61842354123
4104,Bronx,Bronx,600100,525 TIFFANY STREET,,2027680115,Bronx,600100,525,TIFFANY STREET,,,06,,76500,500400,,1942,100,100,10000,,08,,,,,,,,F1,Heavy Manufacturing (Fireproof),,,,,,16000,,,,,,,,523-525 TIFFANY REALTY LLC,,,,,,,,,,,,,,1014545,234542,,2027680115,,2020,2020,8,,,,0.232867030037674,122.811652043442,942.379436073174
4105,Bronx,Bronx,600100,530 CRAVEN STREET,,2027680089,Bronx,600100,530,CRAVEN STREET,,,06,,45900,189900,,1966,50,100,5000,,08,,,,,,,,F4,Semi-Fireproof,,,,,,5000,,,,,,,,MELLIFONT HOLDINGS LLC,,,,,,,,,,,,,,1014177,234545,,2027680089,,2020,2020,8,,,,0.118644756306717,92.9964954224013,480.138294043922
4106,Bronx,Bronx,600100,510 CRAVEN STREET,,2027680081,Bronx,600100,510,CRAVEN STREET,,,11,,94050,94050,,0,50,100,5000,,08,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,AKR REALTY LLC,,,,,,,,,,,,,,1014217,234349,,2027680081,,2020,2020,8,,,,0.115839464687652,92.2644470010263,468.785681638603
4107,Bronx,Bronx,600100,1169 OAK POINT AVENUE,,2027680077,Bronx,600100,1169,OAK POINT AVENUE,,,06,,92250,547200,,1957,100,100,10000,,08,,,,,,,,E1,Fireproof,,,,,,14000,,,,,,,,AKR REALTY LLC,,,,,,,,,,,,,,1014231,234274,,2027680077,,2020,2020,8,,,,0.237072895201958,123.897080086334,959.399968525008
4108,Bronx,Bronx,600100,520 CRAVEN STREET,,2027680083,Bronx,600100,520,CRAVEN STREET,,,06,,92250,600300,,1967,100,100,10000,,08,,,,,,,,E9,Miscellaneous,,,,,,9850,,,,,,,,HONGS PROPERTY MANAGEMENT LLC,,,,,,,,,,,,,,1014202,234422,,2027680083,,2020,2020,8,,,,0.234298907918213,123.173280357666,948.174040270128
4109,Bronx,Bronx,600100,528 CRAVEN STREET,,2027680087,Bronx,600100,528,CRAVEN STREET,,,06,,25650,201150,,1929,50,100,5000,,08,,,,,,,,F4,Semi-Fireproof,,,,,,5000,,,,,,,,528 CRAVEN LLC,,,,,,,,,,,,,,1014187,234496,,2027680087,,2020,2020,8,,,,0.116043802530717,92.3178009895511,469.612607551151
4110,Bronx,Bronx,600100,520 TRUXTON STREET,,2027680034,Bronx,600100,520,TRUXTON STREET,,,11,,282150,282150,,0,175,100,17500,,08,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,"JRJ REALTY HOLDINGS, LLC",,,,,,,,,,,,,,1013941,234383,,2027680034,,2020,2020,8,,,,0.439733835848094,173.393025346433,1779.53969774845
4111,Bronx,Bronx,600100,1140 RANDALL AVENUE,,2027680001,Bronx,600100,1140,RANDALL AVENUE,,,11,,137700,137700,,0,100,100,10000,,08,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,"1140/530 EQUITY, LLC",,,,,,,,,,,,,,1013875,234715,,2027680001,,2020,2020,8,,,,0.259076917018994,129.578009134366,1048.44708553391
4112,Bronx,Bronx,600100,1152 RANDALL AVENUE,,2027680005,Bronx,600100,1152,RANDALL AVENUE,,,05,,58500,400950,,1941,100,100,10000,,08,,,,,,,,K1,One Story Store Building,,,,,,10000,,,,,,,,1152 RANDALL AVENUE BRONX LLC,,,,,,,,,,,,,,1013977,234736,,2027680005,,2020,2020,8,,,,0.23465875729059,123.281970436283,949.630299013826
4113,Bronx,Bronx,600100, CRAVEN STREET,,2027680009,Bronx,600100,,CRAVEN STREET,,,11,,136800,136800,,0,75,100,7500,,08,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,1140/530 EQUITY LLC,,,,,,,,,,,,,,1013994,234650,,2027680009,,2020,2020,8,,,,0.164112153161939,104.438462516808,664.138321017284
4114,Bronx,Bronx,600100,529 WORTHEN STREET,,2027680060,Bronx,600100,529,WORTHEN STREET,,,06,,94500,562950,,1935,150,100,15000,,08,,,,,,,,E1,Fireproof,,,,,,12500,,,,,,,,ALLRAND REALTY ASSOCIATES LLC,,,,,,,,,,,,,,1014267,234614,,2027680060,,2020,2020,8,,,,0.350014400741534,153.569047077048,1416.45802557337
4115,Bronx,Bronx,600100,1170 RANDALL AVENUE,,2027680053,Bronx,600100,1170,RANDALL AVENUE,,,06,,76950,586350,,1931,100,150,15000,,08,,,,,,,,E1,Fireproof,,,,,,15000,,,,,,,,ALLRAND REALTY ASSOCIATES LLC,,,,,,,,,,,,,,1014237,234763,,2027680053,,2020,2020,8,,,,0.350569987036567,154.12108344389,1418.70640353962
4116,Bronx,Bronx,600100,1159 RANDALL AVENUE,,2027650029,Bronx,600100,1159,RANDALL AVENUE,,,,,44100,56700,,0,50,100,5000,,08,,,,,,,,Z9,Other,,,,,,0,,,,,,,,620 TRUXTON STREET LLC,,,,,,,,,,,,,,1014045,234952,,2027650029,,2020,2020,8,,,,0.119275414463379,93.8349989108385,482.690477055547
4117,Bronx,Bronx,600100,1165 RANDALL AVENUE,,2027650022,Bronx,600100,1165,RANDALL AVENUE,,,11,,297900,297900,,0,175,100,17449,,08,,,,,,,,V1,Not Zoned Residential or Manhattan Below 110 St,,,,,,0,,,,,,,,620 TRUXTON STREET LLC,,,,,,,,,,,,,,1014155,234974,,2027650022,,2020,2020,8,,,,0.412236067534448,170.013997763387,1668.2601774467
4118,Bronx,Bronx,600100,1160 RANDALL AVENUE,,2027680049,Bronx,600100,1160,RANDALL AVENUE,,,06,,90000,426150,,1927,100,100,10000,,08,,,,,,,,E1,Fireproof,,,,,,13095,,,,,,,,1160 RANDALL LLC,,,,,,,,,,,,,,1014133,234767,,2027680049,,2020,2020,8,,,,0.241732976604284,125.113142073843,978.258648876916
4119,Bronx,Bronx,600100,1155 RANDALL AVENUE,,2027650031,Bronx,600100,1155,RANDALL AVENUE,,,,,71100,90000,,0,75,100,7500,,08,,,,,,,,Z9,Other,,,,,,0,,,,,,,,620 TRUXTON STREET LLC,,,,,,,,,,,,,,1013983,234940,,2027650031,,2020,2020,8,,,,0.178028717011003,108.844907768528,720.456656807612
4120,Bronx,Bronx,600100,1147 RANDALL AVENUE,,2027650001,Bronx,600100,1147,RANDALL AVENUE,,,06,,70650,482850,,1950,156,124,7860,,08,,,,,,,,E2,Contractor’s Warehouse,,,,,,7860,,,,,,,,1145 RANDALL LLC,,,,,,,,,,,,,,1013906,234916,,2027650001,,2020,2020,8,,,,0.19237018920197,126.839055846527,778.494535650294
4121,Bronx,Bronx,600100,620 TRUXTON STREET,,2027650005,Bronx,600100,620,TRUXTON STREET,,,,,292500,292500,,0,158,100,14304,,08,,,,,,,,Z9,Other,,,,,,0,,,,,,,,620 TRUXTON STREET LLC,,,,,,,,,,,,,,1014009,235047,,2027650005,,2020,2020,8,,,,0.314919907290599,150.861983580381,1274.43564936057
4122,Bronx,Bronx,600100,1164 EAST 156 STREET,,2027360130,Bronx,600100,1164,EAST 156 STREET,,,06,,70650,502200,,1953,200,100,20034,,08,,,,,,,,E9,Miscellaneous,,,,,,10000,,,,,,,,1164 EAST 156TH STREET HOLDINGS LLC,,,,,,,,,,,,,,1013801,235293,,2027360130,,2020,2020,8,,,,0.456215094805319,181.849158463489,1846.23698640873
4123,Bronx,Bronx,600100,1179 GRINNELL PLACE,,2027360146,Bronx,600100,1179,GRINNELL PLACE,,,06,,45000,214200,,1964,50,100,5008,,08,,,,,,,,E9,Miscellaneous,,,,,,5008,,,,,,,,1179 GRINNELL PLACE LLC,,,,,,,,,,,,,,1013812,235172,,2027360146,,2020,2020,8,,,,0.118985302650234,93.0043768638496,481.516436201309
4124,Bronx,Bronx,600100,1190 EAST 156 STREET,,2027360138,Bronx,600100,1190,EAST 156 STREET,,,06,,81000,450450,,1955,200,100,20033,,08,,,,,,,,F1,Heavy Manufacturing (Fireproof),,,,,,10000,,,,,,,,1190 EAST 156 LLC,,,,,,,,,,,,,,1013905,235179,,2027360138,,2020,2020,8,,,,0.463575850988,184.151025151892,1876.02490984034
4125,Bronx,Bronx,600100,1177 GRINNELL PLACE,,2027360148,Bronx,600100,1177,GRINNELL PLACE,,,06,,23850,198900,,1964,49,100,4954,,08,,,,,,,,E1,Fireproof,,,,,,4954,,,,,,,,MICHAEL DEVELOPMENT LLC,,,,,,,,,,,,,,1013769,235196,,2027360148,,2020,2020,8,,,,0.112747965391196,91.3811386909227,456.274827855895
4126,Bronx,Bronx,600100,1173 GRINNELL PLACE,,2027360149,Bronx,600100,1173,GRINNELL PLACE,,,06,,23850,191700,,1948,52,100,5162,,08,,,,,,,,E9,Miscellaneous,,,,,,5162,,,,,,,,"1173 REAL ESTATE HOLDINGS, LLC",,,,,,,,,,,,,,1013724,235220,,2027360149,,2020,2020,8,,,,0.121297286457943,93.6341518108396,490.872702722018
4127,Bronx,Bronx,600100,1175 LEGGETT AVENUE,,2027360084,Bronx,600100,1175,LEGGETT AVENUE,,,06,,43650,331200,,1920,50,200,10017,,08,,,,,,,,F5,Light Manufacturing,,,,,,10000,,,,,,,,"LEGGETT REAL ESTATE HOLDINGS, LLC",,,,,,,,,,,,,,1013656,235020,,2027360084,,2020,2020,8,,,,0.22110612379396,152.902412800285,894.784737107558
4128,Bronx,Bronx,600100,1173 LEGGETT AVENUE,,2027360082,Bronx,600100,1173,LEGGETT AVENUE,,,06,,43650,345150,,1940,50,200,10017,,08,,,,,,,,F4,Semi-Fireproof,,,,,,10000,,,,,,,,"LEGGETT REAL ESTATE HOLDINGS, LLC",,,,,,,,,,,,,,1013613,235043,,2027360082,,2020,2020,8,,,,0.23613748716116,154.840762355201,955.61450648754
4129,Bronx,Bronx,600100, GRINNELL PLACE,,2027360086,Bronx,600100,,GRINNELL PLACE,,,06,,143100,345600,,1925,200,152,30550,,08,,,,,,,,F1,Heavy Manufacturing (Fireproof),,,,,,6150,,,,,,,,"LEGGETT REAL ESTATE HOLDINGS, LLC",,,,,,,,,,,,,,1013746,234971,,2027360086,,2020,2020,8,,,,0.734616297020404,220.010412243073,2972.88667959673
4130,Bronx,Bronx,600100,550 BARRY STREET,,2026060204,Bronx,600100,550,BARRY STREET,,,06,,100800,1948950,,1907,178,110,22360,,08,,,,,,,,F5,Light Manufacturing,,,,,,53000,,,,,,,,550 BARRY LLC,,,,,,,,,,,,,,1013315,234605,,2026060204,,2020,2020,8,,,,0.521462267905025,194.675313064585,2110.28292791072
4131,Bronx,Bronx,600100,1080 LEGGETT AVENUE,,2026060003,Bronx,600100,1080,LEGGETT AVENUE,,,06,,1698300,7629750,,1931,130,617,209700,,08,,,,,,,,E1,Fireproof,,,,,,140348,,,,,,,,1080 LEGGETT OWNER LLC,,,,,,,,,,,,,,1012884,234831,,2026060003,,2020,2020,8,,,,4.73447502662414,586.348345092655,19159.7406681863
