OBJECTID,COUNTY_NAME,MUNI_NAME,SWIS,PARCEL_ADDR,PRINT_KEY,SBL,CITYTOWN_NAME,CITYTOWN_SWIS,LOC_ST_NBR,LOC_STREET,LOC_UNIT,LOC_ZIP,PROP_CLASS,ROLL_SECTION,LAND_AV,TOTAL_AV,FULL_MARKET_VAL,YR_BLT,FRONT,DEPTH,SQ_FT,ACRES,SCHOOL_CODE,SCHOOL_NAME,SEWER_TYPE,SEWER_DESC,WATER_SUPPLY,WATER_DESC,UTILITIES,UTILITIES_DESC,BLDG_STYLE,BLDG_STYLE_DESC,HEAT_TYPE,HEAT_TYPE_DESC,FUEL_TYPE,FUEL_TYPE_DESC,SQFT_LIVING,GFA,NBR_KITCHENS,NBR_FULL_BATHS,NBR_BEDROOMS,USED_AS_CODE,USED_AS_DESC,AG_DIST_CODE,AG_DIST_NAME,PRIMARY_OWNER,MAIL_ADDR,PO_BOX,MAIL_CITY,MAIL_STATE,MAIL_ZIP,ADD_OWNER,ADD_MAIL_ADDR,ADD_MAIL_PO_BOX,ADD_MAIL_CITY,ADD_MAIL_STATE,ADD_MAIL_ZIP,BOOK,PAGE,GRID_EAST,GRID_NORTH,MUNI_PARCEL_ID,SWIS_SBL_ID,SWIS_PRINT_KEY_ID,ROLL_YR,SPATIAL_YR,OWNER_TYPE,NYS_NAME,NYS_NAME_SOURCE,DUP_GEO,CALC_ACRES,Shape_Length,Shape_Area
4132,Bronx,Bronx,600100,511 BARRY STREET,,2026060041,Bronx,600100,511,BARRY STREET,,,06,,562500,5914800,,1961,476,430,200600,,08,,,,,,,,E1,Fireproof,,,,,,153965,,,,,,,,511 BARRY OWNER LLC,,,,,,,,,,,,,,1013047,234289,,2026060041,,2020,2020,8,,,,4.57957211859115,549.630136413241,18532.8708399646
4133,Bronx,Bronx,600100,100 OAK POINT AVENUE,,2026040174,Bronx,600100,100,OAK POINT AVENUE,,,06,,2164050,10461150,,2011,430,1149,522720,,08,,,,,,,,E1,Fireproof,,,,,,199962,,,,,,,,"JMDH REAL ESTATE OF HUNTS POINT, LLC",,,,,,,,,,,,,,1012388,233986,,2026040174,,2020,2020,8,,,,11.6071846104612,1309.83856057293,46972.6095868275
4134,Bronx,Bronx,600100,50 OAK POINT AVENUE,,2026040180,Bronx,600100,50,OAK POINT AVENUE,,,06,,2540250,4625550,,2017,297,845,652532,,08,,,,,,,,E9,Miscellaneous,,,,,,79361,,,,,,,,OPP PARCEL A LLC,,,,,,,,,,,,,,1012634,233086,,2026040180,,2020,2020,8,,,,8.86279920460287,1182.10187301787,35866.4758815887
4135,Bronx,Bronx,600100,985 EAST 149 STREET,,2026040500,Bronx,600100,985,EAST 149 STREET,,,06,,3132450,9660150,,1990,373,217,154681,,08,,,,,,,,E9,Miscellaneous,,,,,,92000,,,,,,,,"BAMMS TWO REALTY, LLC",,,,,,,,,,,,,,1011943,233202,,2026040500,,2020,2020,8,,,,3.37896840401853,777.252340528909,13674.1999868891
4136,Bronx,Bronx,600100,921 EAST 149 STREET,,2026040280,Bronx,600100,921,EAST 149 STREET,,,06,,2264400,4954950,,1992,264,925,182193,,08,,,,,,,,E9,Miscellaneous,,,,,,20938,,,,,,,,"BAMMS REALTY III, LLC",,,,,,,,,,,,,,1011846,234244,,2026040280,,2020,2020,8,,,,3.97239371341446,702.681423530659,16075.7070114327
4137,Bronx,Bronx,600100,653 BRUCKNER BOULEVARD,,2026030115,Bronx,600100,653,BRUCKNER BOULEVARD,,,07,,54000,845550,,1931,222,136,18919,,08,,,,,,,,G2,Garage - One Story (Semi-Fireproof or Fireproof),,,,,,20000,,,,,,,,653 BRUCKNER BOULEVARD LLC,,,,,,,,,,,,,,1011864,235192,,2026030115,,2020,2020,8,,,,0.446468673489106,187.442271915122,1806.7946187098
4138,Bronx,Bronx,600100,631 BRUCKNER BOULEVARD,,2026030123,Bronx,600100,631,BRUCKNER BOULEVARD,,,06,,53550,87300,,1931,119,50,2963,,08,,,,,,,,E9,Miscellaneous,,,,,,1165,,,,,,,,631 BRUCKNER LLC,,,,,,,,,,,,,,1012001,235278,,2026030123,,2020,2020,8,,,,0.0754121675610147,95.1961933388641,305.182214621397
4139,Bronx,Bronx,600100,720 GARRISON AVENUE,,2027360011,Bronx,600100,720,GARRISON AVENUE,,,06,,227250,696150,,1950,100,252,25255,,08,,,,,,,,E1,Fireproof,,,,,,17673,,,,,,,,STELLMAR LLC,,,,,,,,,,,,,,1013189,235330,,2027360011,,2020,2020,8,,,,0.591332199347083,216.812671751388,2393.03650869966
4140,Bronx,Bronx,600100,1090 LEGGETT AVENUE,,2026060004,Bronx,600100,1090,LEGGETT AVENUE,,,06,,360000,1122750,,1931,130,395,43637,,08,,,,,,,,E9,Miscellaneous,,,,,,27790,,,,,,,,1090 LEGGETT REALTY LLC,,,,,,,,,,,,,,1013083,234918,,2026060004,,2020,2020,8,,,,1.01306070118628,330.95600898521,4099.71120487676
4141,Bronx,Bronx,600100,1155 LEGGETT AVENUE,,2027360109,Bronx,600100,1155,LEGGETT AVENUE,,,06,,90000,342000,,1920,100,100,10017,,08,,,,,,,,F5,Light Manufacturing,,,,,,10000,,,,,,,,LEGGETT REALTY LLC,,,,,,,,,,,,,,1013387,235107,,2027360109,,2020,2020,8,,,,0.232139191259031,122.6593503817,939.433977037353
4142,Bronx,Bronx,600100,1141 LEGGETT AVENUE,,2027360066,Bronx,600100,1141,LEGGETT AVENUE,,,,,112500,112500,,1966,60,100,5975,,08,,,,,,,,Z9,Other,,,,,,0,,,,,,,,MESTOUSIS DEVELOPMENT LLC,,,,,,,,,,,,,,1013317,235144,,2027360066,,2020,2020,8,,,,0.132626285186994,96.5329653060361,536.719533988041
4143,Bronx,Bronx,600100,1162 GRINNELL PLACE,,2027360070,Bronx,600100,1162,GRINNELL PLACE,,,06,,90000,428400,,1933,101,250,25281,,08,,,,,,,,E9,Miscellaneous,,,,,,5000,,,,,,,,STI REALTY LLC,,,,,,,,,,,,,,1013461,235182,,2027360070,,2020,2020,8,,,,0.591798984342641,216.200603439053,2394.92552055681
4144,Bronx,Bronx,600100,1165 LEGGETT AVENUE,,2027360080,Bronx,600100,1165,LEGGETT AVENUE,,,07,,48150,301950,,1920,50,200,10017,,08,,,,,,,,G2,Garage - One Story (Semi-Fireproof or Fireproof),,,,,,10000,,,,,,,,ST 1 REALTY LLC,,,,,,,,,,,,,,1013568,235067,,2027360080,,2020,2020,8,,,,0.235320130265862,154.70761026247,952.30678048641
4145,Bronx,Bronx,600100,1165 GRINNELL PLACE,,2027360151,Bronx,600100,1165,GRINNELL PLACE,,,06,,23850,206550,,1948,50,100,5021,,08,,,,,,,,E9,Miscellaneous,,,,,,5021,,,,,,,,"1165 GRINNELL REAL ESTATE HOLDINGS, LLC",,,,,,,,,,,,,,1013637,235267,,2027360151,,2020,2020,8,,,,0.117102035841248,92.5590764347034,473.895125820268
4146,Bronx,Bronx,600100,1169 GRINNELL PLACE,,2027360150,Bronx,600100,1169,GRINNELL PLACE,,,06,,23400,177300,,1948,49,100,4895,,08,,,,,,,,E9,Miscellaneous,,,,,,4894,,,,,,,,"A & A GOLAN, LLC",,,,,,,,,,,,,,1013680,235244,,2027360150,,2020,2020,8,,,,0.112812839751838,91.4234265197766,456.537365078908
4147,Bronx,Bronx,600100,1142 EAST 156 STREET,,2027360122,Bronx,600100,1142,EAST 156 STREET,,,06,,22500,210150,,1925,25,100,2504,,08,,,,,,,,E2,Contractor’s Warehouse,,,,,,4800,,,,,,,,1142 EAST 156TH STREET REALTY LLC,,,,,,,,,,,,,,1013547,235431,,2027360122,,2020,2020,8,,,,0.0591074184333853,76.9797351359766,239.199235898629
4148,Bronx,Bronx,600100,1157 GRINNELL PLACE,,2027360156,Bronx,600100,1157,GRINNELL PLACE,,,06,,95850,128250,,1987,100,100,10016,,08,,,,,,,,E1,Fireproof,,,,,,1976,,,,,,,,"CASANOVA REAL ESTATE HOLDINGS, LLC",,,,,,,,,,,,,,1013570,235303,,2027360156,,2020,2020,8,,,,0.235574592858282,123.580423522625,953.336554062805
4149,Bronx,Bronx,600100,1140 EAST 156 STREET,,2027360120,Bronx,600100,1140,EAST 156 STREET,,,10,,72450,72450,,0,40,100,4265,,08,,,,,,,,G7,Unlicensed Parking Lot,,,,,,0,,,,,,,,1142 EAST 156TH STREET REALTY LLC,,,,,,,,,,,,,,1013516,235447,,2027360120,,2020,2020,8,,,,0.101939183302798,88.4089562275559,412.533238643139
4150,Bronx,Bronx,600100,740 BARRY STREET,,2027360115,Bronx,600100,740,BARRY STREET,,,06,,87750,307350,,1920,101,100,9756,,08,,,,,,,,F5,Light Manufacturing,,,,,,9756,,,,,,,,"740 BARRY STREET REALTY, LLC",,,,,,,,,,,,,,1013483,235351,,2027360115,,2020,2020,8,,,,0.227727676375951,121.648772007532,921.581209700247
4151,Bronx,Bronx,600100,1111 GRINNELL PLACE,,2027360057,Bronx,600100,1111,GRINNELL PLACE,,,06,,81450,353250,,1985,90,100,9057,,08,,,,,,,,E1,Fireproof,,,,,,9030,,,,,,,,GRINNELL PLACE REALTY LLC,,,,,,,,,,,,,,1013295,235453,,2027360057,,2020,2020,8,,,,0.211207194619284,117.329285885945,854.725192002138
4152,Bronx,Bronx,600100,766 SOUTHERN BOULEVARD,,2027290050,Bronx,600100,766,SOUTHERN BOULEVARD,,,05,,166500,581850,,1974,185,100,18500,,08,,,,,,,,K9,Miscellaneous,,,,,,5215,,,,,,,,766 SOUTHERN BLVD REALTY LLC,,,,,,,,,,,,,,1012734,236232,,2027290050,,2020,2020,8,,,,0.451620263810218,177.72677972741,1827.64236508636
4153,Bronx,Bronx,600100,712 SOUTHERN BOULEVARD,,2027290006,Bronx,600100,712,SOUTHERN BOULEVARD,,,07,,169200,463950,,1931,149,184,18788,,08,,,,,,,,G2,Garage - One Story (Semi-Fireproof or Fireproof),,,,,,18600,,,,,,,,712 SOUTHERN LLC,,,,,,,,,,,,,,1012415,235795,,2027290006,,2020,2020,8,,,,0.455860623134346,206.930968306835,1844.80249045049
4154,Bronx,Bronx,600100,726 SOUTHERN BOULEVARD,,2027290012,Bronx,600100,726,SOUTHERN BOULEVARD,,,10,,112500,598950,,1925,125,200,24180,,08,,,,,,,,G1,Garage - Two or More Stories,,,,,,23075,,,,,,,,729 BRUCKNER LLC,,,,,,,,,,,,,,1012516,235877,,2027290012,,2020,2020,8,,,,0.582628226299228,199.600794060855,2357.81277947055
4155,Bronx,Bronx,600100,700 SOUTHERN BOULEVARD,,2027290001,Bronx,600100,700,SOUTHERN BOULEVARD,,,05,,180000,873900,,1931,116,131,18309,,08,,,,,,,,K1,One Story Store Building,,,,,,13835,,,,,,,,705 REALTY LLC,,,,,,,,,,,,,,1012344,235683,,2027290001,,2020,2020,8,,,,0.478100413084778,192.380160253385,1934.80372724423
4156,Bronx,Bronx,600100,711B SOUTHERN BOULEVARD,,2027200138,Bronx,600100,711B,SOUTHERN BOULEVARD,,,02,,9360,51120,,2004,20,92,1840,,08,,,,,,,,C0,Three Families,,,,,,3120,,,,,,,,711 B LLC,,,,,,,,,,,,,,1012213,235868,,2027200138,,2020,2020,8,,,,0.0398955158799511,67.526460483389,161.451424663741
4157,Bronx,Bronx,600100,717 SOUTHERN BOULEVARD,,2027200034,Bronx,600100,717,SOUTHERN BOULEVARD,,,08,,42750,256050,,1910,50,110,5500,,08,,,,,,,,I9,Miscellaneous,,,,,,4000,,,,,,,,SEMAJ REALTY LLC,,,,,,,,,,,,,,1012251,235937,,2027200034,,2020,2020,8,,,,0.147409103190874,104.919146134238,596.543475968211
4158,Bronx,Bronx,600100,713B SOUTHERN BOULEVARD,,2027200136,Bronx,600100,713B,SOUTHERN BOULEVARD,,,02,,10740,50640,,2004,20,110,2200,,08,,,,,,,,C0,Three Families,,,,,,3120,,,,,,,,"PILLCOREMA-SACO, FRANKLIN F",,,,,,,,,,,,,,1012228,235908,,2027200136,,2020,2020,8,,,,0.0549814927958979,84.049217955978,222.502207234219
4159,Bronx,Bronx,600100,680 BECK STREET,,2026840062,Bronx,600100,680,BECK STREET,,,03,,48600,732600,,1912,54,125,6776,,08,,,,,,,,D1,Semi-fireproof (Without Stores),,,,,,21150,,,,,,,,BECK ST. LLC,,,,,,,,,,,,,,1011717,236083,,2026840062,,2020,2020,8,,,,0.162536138390043,112.202132891694,657.76041551584
4160,Bronx,Bronx,600100,956 LEGGETT AVENUE,,2026850055,Bronx,600100,956,LEGGETT AVENUE,,,02,,5400,435600,,1909,25,108,2688,,08,,,,,,,,C1,Over Six Families Without Stores,,,,,,6000,,,,,,,,LEGGETT PROPERTIES LLC,,,,,,,,,,,,,,1011775,236304,,2026850055,,2020,2020,8,,,,0.0574719253605378,78.9246801312432,232.580630252986
4161,Bronx,Bronx,600100,957 LEGGETT AVENUE,,2027080016,Bronx,600100,957,LEGGETT AVENUE,,,05,,59400,386100,,1920,99,117,6800,,08,,,,,,,,K1,One Story Store Building,,,,,,5780,,,,,,,,951 LEGG LLC,,,,,,,,,,,,,,1011929,236367,,2027080016,,2020,2020,8,,,,0.167056210588872,111.621131190323,676.052498723385
4162,Bronx,Bronx,600100,971 LEGGETT AVENUE,,2027070001,Bronx,600100,971,LEGGETT AVENUE,,,05,,40050,432450,,1960,35,100,6650,,08,,,,,,,,K9,Miscellaneous,,,,,,6628,,,,,,,,977 LEGGETT AVENUE LLC,,,,,,,,,,,,,,1011992,236193,,2027070001,,2020,2020,8,,,,0.152459728302224,107.118706836172,616.982630637214
4163,Bronx,Bronx,600100,725 SOUTHERN BOULEVARD,,2027200030,Bronx,600100,725,SOUTHERN BOULEVARD,,,02,,148500,956250,,1925,100,110,11000,,08,,,,,,,,C1,Over Six Families Without Stores,,,,,,51000,,,,,,,,725 SOUTHERN LLC,,,,,,,,,,,,,,1012298,235998,,2027200030,,2020,2020,8,,,,0.268605989634833,132.313404834265,1087.00987424883
4164,Bronx,Bronx,600100,1013 EAST 156 STREET,,2027200198,Bronx,600100,1013,EAST 156 STREET,,,02,,10020,49140,,2007,20,100,2000,,08,,,,,,,,C0,Three Families,,,,,,3400,,,,,,,,1013 HOLDINGS LLC,,,,,,,,,,,,,,1012469,236384,,2027200198,,2020,2020,8,,,,0.0461415623475107,73.4686811484901,186.728277925594
4165,Bronx,Bronx,600100, BECK STREET,,2027070043,Bronx,600100,,BECK STREET,,,10,,84600,84600,,0,26,100,2600,,08,,,,,,,,G7,Unlicensed Parking Lot,,,,,,0,,,,,,,,ROYAL SIAM MANAGEMENT LLC,,,,,,,,,,,,,,1012283,236579,,2027070043,,2020,2020,8,,,,0.0615380027166068,79.2487375246425,249.035461515369
4166,Bronx,Bronx,600100,770 BECK STREET,,2027070053,Bronx,600100,770,BECK STREET,,,02,,11880,48300,,1900,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,3342,,,,,,,,700 BECK STREET LLC,,,,,,,,,,,,,,1012437,236776,,2027070053,,2020,2020,8,,,,0.0598238385004395,78.8122610173379,242.098485048124
4167,Bronx,Bronx,600100,750 KELLY STREET,,2027080036,Bronx,600100,750,KELLY STREET,,,01,,12900,48060,,1899,25,100,2500,,08,,,,,,,,B1,Brick,,,,,,3555,,,,,,,,MNYS 763 PROSPECT LLC,,,,,,,,,,,,,,1012247,236956,,2027080036,,2020,2020,8,,,,0.0597223221174728,79.7923141132868,241.687662821737
4168,Bronx,Bronx,600100,742 KELLY STREET,,2027080032,Bronx,600100,742,KELLY STREET,,,08,,33750,216900,,1910,25,100,2500,,08,,,,,,,,I9,Miscellaneous,,,,,,2610,,,,,,,,742 KELLY STREET LLC,,,,,,,,,,,,,,1012186,236879,,2027080032,,2020,2020,8,,,,0.0555886155478587,78.9446489235732,224.959145842176
4169,Bronx,Bronx,600100,740 KELLY STREET,,2027080031,Bronx,600100,740,KELLY STREET,,,02,,67050,323550,,1920,25,100,2500,,08,,,,,,,,C3,Four Families,,,,,,4452,,,,,,,,"GLEMAUD MANAGEMENT COMPANY, LLC",,,,,,,,,,,,,,1012171,236859,,2027080031,,2020,2020,8,,,,0.0672445331838184,81.8856306711419,272.128970986225
4170,Bronx,Bronx,600100,968 EAST 156 STREET,,2027080011,Bronx,600100,968,EAST 156 STREET,,,02,,12540,49980,,1910,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,3980,,,,,,,,968 EAST 156TH STREET LLC,,,,,,,,,,,,,,1012070,236499,,2027080011,,2020,2020,8,,,,0.0657849935394175,80.3164226102893,266.222423602534
4171,Bronx,Bronx,600100,966 EAST 156 STREET,,2027080010,Bronx,600100,966,EAST 156 STREET,,,02,,12900,46440,,1901,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,3120,,,,,,,,966 E 156 ST LLC,,,,,,,,,,,,,,1012049,236515,,2027080010,,2020,2020,8,,,,0.0613588054992828,79.1893818690545,248.310276105565
4172,Bronx,Bronx,600100,719 BECK STREET,,2027080015,Bronx,600100,719,BECK STREET,,,02,,12900,61920,,1900,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,3492,,,,,,,,FERNWAY PROPERTIES LLC,,,,,,,,,,,,,,1011954,236411,,2027080015,,2020,2020,8,,,,0.059549636981467,78.4221674731741,240.988830870038
4173,Bronx,Bronx,600100,766 DAWSON STREET,,2027010020,Bronx,600100,766,DAWSON STREET,,,02,,12900,51780,,1897,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,3270,,,,,,,,DAWSON STREET REALTY LLC,,,,,,,,,,,,,,1011920,236959,,2027010020,,2020,2020,8,,,,0.0584212389231488,77.3061407879039,236.42236594071
4174,Bronx,Bronx,600100,739 KELLY STREET,,2027010050,Bronx,600100,739,KELLY STREET,,,02,,12900,46440,,1899,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,3120,,,,,,,,739 KELLY B LLC,,,,,,,,,,,,,,1012047,236955,,2027010050,,2020,2020,8,,,,0.0588128101601815,77.7693135020093,238.006998516123
4175,Bronx,Bronx,600100,744 KELLY STREET,,2027080033,Bronx,600100,744,KELLY STREET,,,02,,76950,208800,,1910,25,100,2500,,08,,,,,,,,C3,Four Families,,,,,,2880,,,,,,,,742 KELLY STREET LLC,,,,,,,,,,,,,,1012201,236897,,2027080033,,2020,2020,8,,,,0.061225262973602,80.3018458638325,247.76984867785
4176,Bronx,Bronx,600100,768 DAWSON STREET,,2027010021,Bronx,600100,768,DAWSON STREET,,,02,,12900,51780,,1897,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,3270,,,,,,,,DAWSON STREET REALTY LLC,,,,,,,,,,,,,,1011936,236979,,2027010021,,2020,2020,8,,,,0.0587580257176041,77.3941460003031,237.785293742831
4177,Bronx,Bronx,600100,783 DAWSON STREET,,2026950028,Bronx,600100,783,DAWSON STREET,,,02,,10920,42180,,1901,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,2880,,,,,,,,783 DAWSON LLC,,,,,,,,,,,,,,1011925,237253,,2026950028,,2020,2020,8,,,,0.058485478436909,77.3745832363898,236.682334029542
4178,Bronx,Bronx,600100,758 KELLY STREET,,2027080040,Bronx,600100,758,KELLY STREET,,,04,,67950,1581300,,1909,110,100,11000,,08,,,,,,,,D7,Semi- Fireproof With Stores,,,,,,49980,,,,,,,,758 KELLY LLC,,,,,,,,,,,,,,1012336,237071,,2027080040,,2020,2020,8,,,,0.280726656297762,134.948665070017,1136.06047197747
4179,Bronx,Bronx,600100,773 BECK STREET,,2027080053,Bronx,600100,773,BECK STREET,,,02,,12900,44460,,1900,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,3372,,,,,,,,"GMMT, LLC,",,,,,,,,,,,,,,1012344,236913,,2027080053,,2020,2020,8,,,,0.0588445370988809,76.6061268703391,238.135392881761
4180,Bronx,Bronx,600100,789 SOUTHERN BOULEVARD,,2027200076,Bronx,600100,789,SOUTHERN BOULEVARD,,,05,,99000,261900,,1922,85,110,9350,,08,,,,,,,,K1,One Story Store Building,,,,,,4250,,,,,,,,SOUTHERN BOULEVARD PROPERTIES LLC,,,,,,,,,,,,,,1012810,236650,,2027200076,,2020,2020,8,,,,0.247691985355826,127.758826079176,1002.37390171423
4181,Bronx,Bronx,600100,784 SOUTHERN BOULEVARD,,2027290065,Bronx,600100,784,SOUTHERN BOULEVARD,,,07,,90000,350550,,1920,50,200,10000,,08,,,,,,,,G2,Garage - One Story (Semi-Fireproof or Fireproof),,,,,,10000,,,,,,,,THREE HE REALTY COMPANY LLC,,,,,,,,,,,,,,1012955,236431,,2027290065,,2020,2020,8,,,,0.227578253379712,155.122505915378,920.976516288263
4182,Bronx,Bronx,600100,797 SOUTHERN BOULEVARD,,2027200073,Bronx,600100,797,SOUTHERN BOULEVARD,,,05,,70650,338400,,1922,50,110,5500,,08,,,,,,,,K1,One Story Store Building,,,,,,5500,,,,,,,,LONGWOOD PROPERTIES LLC,,,,,,,,,,,,,,1012855,236707,,2027200073,,2020,2020,8,,,,0.148992046600495,105.663307986316,602.949420671735
4183,Bronx,Bronx,600100,1025 LONGWOOD AVENUE,,2027210040,Bronx,600100,1025,LONGWOOD AVENUE,,,04,,52200,461250,,1931,42,110,4620,,08,,,,,,,,C7,Over Six Families with Stores,,,,,,21000,,,,,,,,SOBRO SHARP IV LLC,,,,,,,,,,,,,,1012985,236823,,2027210040,,2020,2020,8,,,,0.114912200744972,95.1064214901324,465.03317759691
4184,Bronx,Bronx,600100,824 SOUTHERN BOULEVARD,,2027320008,Bronx,600100,824,SOUTHERN BOULEVARD,,,02,,46350,1305450,,1923,100,100,10000,,08,,,,,,,,C1,Over Six Families Without Stores,,,,,,41874,,,,,,,,"824 SOUTHERN BLVD, HOLDING, LLC",,,,,,,,,,,,,,1013223,236856,,2027320008,,2020,2020,8,,,,0.232351697770102,122.659546367681,940.293960376481
4185,Bronx,Bronx,600100,835 FOX STREET,,2027090037,Bronx,600100,835,FOX STREET,,,02,,6750,537300,,1907,33,100,3325,,08,,,,,,,,C4,Old Law Tenements,,,,,,7400,,,,,,,,"835 FOX REALTY, LLC",,,,,,,,,,,,,,1012910,237217,,2027090037,,2020,2020,8,,,,0.0772477135991561,81.5037907707488,312.610405894461
4186,Bronx,Bronx,600100,839 FOX STREET,,2027090036,Bronx,600100,839,FOX STREET,,,02,,6750,537300,,1907,33,100,3325,,08,,,,,,,,C4,Old Law Tenements,,,,,,7400,,,,,,,,"FOX 855, LLC",,,,,,,,,,,,,,1012931,237243,,2027090036,,2020,2020,8,,,,0.0760065367403508,81.1744127264161,307.58754135207
4187,Bronx,Bronx,600100,843 FOX STREET,,2027090035,Bronx,600100,843,FOX STREET,,,02,,6750,537300,,1907,33,100,3325,,08,,,,,,,,C4,Old Law Tenements,,,,,,7400,,,,,,,,"843 FOX STREET, LLC",,,,,,,,,,,,,,1012951,237270,,2027090035,,2020,2020,8,,,,0.0784268700448427,81.816581019979,317.382282729702
4188,Bronx,Bronx,600100,858 BECK STREET,,2027090018,Bronx,600100,858,BECK STREET,,,02,,9000,489600,,1907,37,100,3717,,08,,,,,,,,C4,Old Law Tenements,,,,,,8652,,,,,,,,858 BECK REALTY LLC,,,,,,,,,,,,,,1012938,237416,,2027090018,,2020,2020,8,,,,0.0875759866544797,84.6287182617595,354.407444040698
4189,Bronx,Bronx,600100,855 FOX STREET,,2027090032,Bronx,600100,855,FOX STREET,,,02,,6750,537300,,1907,33,93,3092,,08,,,,,,,,C4,Old Law Tenements,,,,,,7400,,,,,,,,"FOX 855, LLC",,,,,,,,,,,,,,1013016,237346,,2027090032,,2020,2020,8,,,,0.0715698954290679,77.3417372621381,289.63309096762
4190,Bronx,Bronx,600100,877 INTERVALE AVENUE,,2027090028,Bronx,600100,877,INTERVALE AVENUE,,,02,,6750,537300,,1907,40,123,3003,,08,,,,,,,,C4,Old Law Tenements,,,,,,7400,,,,,,,,877 INTERVALE HOLDINGS LLC,,,,,,,,,,,,,,1013019,237411,,2027090028,,2020,2020,8,,,,0.0728006006371299,93.6168728687457,294.613578242947
4191,Bronx,Bronx,600100,857 SOUTHERN BOULEVARD,,2027220018,Bronx,600100,857,SOUTHERN BOULEVARD,,,06,,14850,130500,,1930,25,110,3250,,08,,,,,,,,E1,Fireproof,,,,,,3182,,,,,,,,857 SOUTHERN REALTY LLC,,,,,,,,,,,,,,1013340,237342,,2027220018,,2020,2020,8,,,,0.0817429566831578,116.227870036614,330.802009239202
4192,Bronx,Bronx,600100,854 SOUTHERN BOULEVARD,,2027320025,Bronx,600100,854,SOUTHERN BOULEVARD,,,05,,45000,146250,,1920,25,100,2500,,08,,,,,,,,K1,One Story Store Building,,,,,,1675,,,,,,,,WASHINGTON HEIGHTS PARKING LLC,,,,,,,,,,,,,,1013447,237142,,2027320025,,2020,2020,8,,,,0.0570573396973119,76.0981345893396,230.902861599125
4193,Bronx,Bronx,600100,858 SOUTHERN BOULEVARD,,2027320026,Bronx,600100,858,SOUTHERN BOULEVARD,,,04,,140850,1181250,,1925,125,100,12500,,08,,,,,,,,C7,Over Six Families with Stores,,,,,,42270,,,,,,,,"858-862 ASSOCIATES, LLC",,,,,,,,,,,,,,1013493,237201,,2027320026,,2020,2020,8,,,,0.287296415323822,137.253807890775,1162.64734348571
4194,Bronx,Bronx,600100,883 BRUCKNER BOULEVARD,,2027320039,Bronx,600100,883,BRUCKNER BOULEVARD,,,02,,12900,54420,,1925,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,4095,,,,,,,,"AYADILIS, LLC",,,,,,,,,,,,,,1013650,237237,,2027320039,,2020,2020,8,,,,0.0616557685968925,78.6060719106315,249.512043124343
4195,Bronx,Bronx,600100,871 BRUCKNER BOULEVARD,,2027320044,Bronx,600100,871,BRUCKNER BOULEVARD,,,02,,12900,54420,,1925,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,4095,,,,,,,,871 BRUCKNER PARTNERS LLC,,,,,,,,,,,,,,1013573,237139,,2027320044,,2020,2020,8,,,,0.0578207177843227,77.673467904031,233.992143113264
4196,Bronx,Bronx,600100,857 BRUCKNER BOULEVARD,,2027320051,Bronx,600100,857,BRUCKNER BOULEVARD,,,02,,11940,51600,,1925,25,100,2500,,08,,,,,,,,C0,Three Families,,,,,,4095,,,,,,,,857 BRUCKNER PARTNERS LLC,,,,,,,,,,,,,,1013465,237001,,2027320051,,2020,2020,8,,,,0.0602930320072367,78.391119180929,243.997243804455
4197,Bronx,Bronx,600100,819 GARRISON AVENUE,,2027310043,Bronx,600100,819,GARRISON AVENUE,,,06,,35550,331200,,1964,75,100,7371,,08,,,,,,,,E9,Miscellaneous,,,,,,6300,,,,,,,,M.S.T. HUNTS POINT LLC,,,,,,,,,,,,,,1013684,236530,,2027310043,,2020,2020,8,,,,0.185535680123084,110.545004131234,750.836258690454
4198,Bronx,Bronx,600100,825 GARRISON AVENUE,,2027310040,Bronx,600100,825,GARRISON AVENUE,,,05,,36000,485100,,1910,113,100,6890,,08,,,,,,,,K1,One Story Store Building,,,,,,6800,,,,,,,,TURNING POINT-GARRISON LLC,,,,,,,,,,,,,,1013735,236589,,2027310040,,2020,2020,8,,,,0.158741706329725,112.727419261349,642.404893763181
4199,Bronx,Bronx,600100,798 SOUTHERN BOULEVARD,,2027290072,Bronx,600100,798,SOUTHERN BOULEVARD,,,05,,56250,579600,,1925,25,100,2500,,08,,,,,,,,K9,Miscellaneous,,,,,,10000,,,,,,,,EMEREST PROPERTIES LLC,,,,,,,,,,,,,,1013016,236590,,2027290072,,2020,2020,8,,,,0.066276521084667,81.0257800205978,268.211565005814
